Maimai data courtesy Jeff McDonnell           
1.0  ! stepsize (d)            
ST1: All data in mm/d           
ST2           
ST3           
*  ! list directed format ok here           
       year,     month,       day,         hour,      min,       QC,   P (mm/d),         E (mm/d),         Q_obs (mm/d)
       1985          4         12          0          0          0     0.000000e+000     1.889980e+000     1.103759e-002 
       1985          4         13          0          0          0     0.000000e+000     1.889980e+000     9.665640e-003 
       1985          4         14          0          0          0     0.000000e+000     1.889980e+000     8.325500e-003 
       1985          4         15          0          0          0     0.000000e+000     1.889980e+000     7.016030e-003 
       1985          4         16          0          0          0     0.000000e+000     1.889980e+000     5.736190e-003 
       1985          4         17          0          0          0     0.000000e+000     1.889980e+000     4.484980e-003 
       1985          4         18          0          0          0     8.400000e+000     1.889980e+000     3.261520e-003 
       1985          4         19          0          0          0     2.150000e+001     1.889980e+000     2.215705e+000 
       1985          4         20          0          0          0     8.220000e+001     1.889980e+000     2.734371e+001 
       1985          4         21          0          0          0     3.910000e+001     1.889980e+000     2.281159e+001 
       1985          4         22          0          0          0     3.930000e+001     1.889980e+000     2.865591e+001 
       1985          4         23          0          0          0     2.380000e+001     1.889980e+000     1.905755e+001 
       1985          4         24          0          0          0     5.800000e+000     1.889980e+000     9.267916e+000 
       1985          4         25          0          0          0     0.000000e+000     1.889980e+000     3.513505e+000 
       1985          4         26          0          0          0     2.000000e-001     1.889980e+000     1.881663e+000 
       1985          4         27          0          0          0     0.000000e+000     1.889980e+000     9.917053e-001 
       1985          4         28          0          0          0     0.000000e+000     1.889980e+000     7.296632e-001 
       1985          4         29          0          0          0     0.000000e+000     1.889980e+000     5.998737e-001 
       1985          4         30          0          0          0     0.000000e+000     1.889980e+000     4.815474e-001 
       1985          5          1          0          0          0     0.000000e+000     1.889980e+000     3.783790e-001 
       1985          5          2          0          0          0     0.000000e+000     1.230000e+000     1.537579e-001 
       1985          5          3          0          0          0     0.000000e+000     1.230000e+000     1.198421e-001 
       1985          5          4          0          0          0     0.000000e+000     1.230000e+000     8.952632e-002 
       1985          5          5          0          0          0     0.000000e+000     1.230000e+000     5.883157e-002 
       1985          5          6          0          0          0     2.000000e-001     1.230000e+000     3.060005e-002 
       1985          5          7          0          0          0     1.200000e+000     1.230000e+000     3.495790e-002 
       1985          5          8          0          0          0     0.000000e+000     1.230000e+000     1.085684e-001 
       1985          5          9          0          0          0     0.000000e+000     1.230000e+000     9.341051e-002 
       1985          5         10          0          0          0     1.180000e+001     1.230000e+000     2.915052e-001 
       1985          5         11          0          0          0     2.570000e+001     1.230000e+000     1.012235e+001 
       1985          5         12          0          0          0     0.000000e+000     1.230000e+000     2.363589e+000 
       1985          5         13          0          0          0     0.000000e+000     1.230000e+000     9.858316e-001 
       1985          5         14          0          0          0     2.500000e+000     1.230000e+000     8.764105e-001 
       1985          5         15          0          0          0     0.000000e+000     1.230000e+000     6.232737e-001 
       1985          5         16          0          0          0     0.000000e+000     1.230000e+000     4.477263e-001 
       1985          5         17          0          0          0     0.000000e+000     1.230000e+000     3.478737e-001 
       1985          5         18          0          0          0     0.000000e+000     1.230000e+000     2.981368e-001 
       1985          5         19          0          0          0     0.000000e+000     1.230000e+000     2.769158e-001 
       1985          5         20          0          0          0     4.200000e+000     1.230000e+000     2.757789e-001 
       1985          5         21          0          0          0     3.500000e+000     1.230000e+000     8.693053e-001 
       1985          5         22          0          0          0     4.800000e+000     1.230000e+000     7.148842e-001 
       1985          5         23          0          0          0     0.000000e+000     1.230000e+000     4.468737e-001 
       1985          5         24          0          0          0     0.000000e+000     1.230000e+000     3.642632e-001 
       1985          5         25          0          0          0     0.000000e+000     1.230000e+000     3.122526e-001 
       1985          5         26          0          0          0     0.000000e+000     1.230000e+000     2.670632e-001 
       1985          5         27          0          0          0     0.000000e+000     1.230000e+000     2.289789e-001 
       1985          5         28          0          0          0     0.000000e+000     1.230000e+000     2.071895e-001 
       1985          5         29          0          0          0     0.000000e+000     1.230000e+000     1.969579e-001 
       1985          5         30          0          0          0     0.000000e+000     1.230000e+000     1.189895e-001 
       1985          5         31          0          0          0     0.000000e+000     1.230000e+000     1.182316e-001 
       1985          6          1          0          0          0     0.000000e+000     1.230000e+000     1.289368e-001 
       1985          6          2          0          0          0     0.000000e+000     9.000000e-001     1.404000e-001 
       1985          6          3          0          0          0     0.000000e+000     9.000000e-001     1.559369e-001 
       1985          6          4          0          0          0     0.000000e+000     9.000000e-001     1.719474e-001 
       1985          6          5          0          0          0     9.000000e-001     9.000000e-001     1.829368e-001 
       1985          6          6          0          0          0     1.003000e+002     9.000000e-001     6.085516e+001 
       1985          6          7          0          0          0     1.100000e+000     9.000000e-001     1.000478e+001 
       1985          6          8          0          0          0     0.000000e+000     9.000000e-001     3.506305e+000 
       1985          6          9          0          0          0     0.000000e+000     9.000000e-001     1.798200e+000 
       1985          6         10          0          0          0     0.000000e+000     9.000000e-001     1.182032e+000 
       1985          6         11          0          0          0     8.000000e-001     9.000000e-001     1.019842e+000 
       1985          6         12          0          0          0     3.000000e-001     9.000000e-001     8.644737e-001 
       1985          6         13          0          0          0     0.000000e+000     9.000000e-001     5.204842e-001 
       1985          6         14          0          0          0     0.000000e+000     9.000000e-001     4.592842e-001 
       1985          6         15          0          0          0     3.000000e-001     9.000000e-001     4.184526e-001 
       1985          6         16          0          0          0     3.900000e+000     9.000000e-001     4.459263e-001 
       1985          6         17          0          0          0     1.340000e+001     9.000000e-001     3.092400e+000 
       1985          6         18          0          0          0     7.600000e+000     9.000000e-001     1.920221e+000 
       1985          6         19          0          0          0     1.260000e+001     9.000000e-001     8.587137e+000 
       1985          6         20          0          0          0     4.900000e+000     9.000000e-001     4.710884e+000 
       1985          6         21          0          0          0     5.700000e+001     9.000000e-001     3.681910e+001 
       1985          6         22          0          0          0     1.490000e+001     9.000000e-001     2.627915e+001 
       1985          6         23          0          0          0     0.000000e+000     9.000000e-001     4.863221e+000 
       1985          6         24          0          0          0     0.000000e+000     9.000000e-001     2.346063e+000 
       1985          6         25          0          0          0     0.000000e+000     9.000000e-001     1.233947e+000 
       1985          6         26          0          0          0     0.000000e+000     9.000000e-001     9.107053e-001 
       1985          6         27          0          0          0     0.000000e+000     9.000000e-001     7.914316e-001 
       1985          6         28          0          0          0     6.000000e-001     9.000000e-001     7.006737e-001 
       1985          6         29          0          0          0     1.300000e+000     9.000000e-001     6.537789e-001 
       1985          6         30          0          0          0     1.500000e+000     9.000000e-001     6.078316e-001 
       1985          7          1          0          0          0     0.000000e+000     9.000000e-001     5.618842e-001 
       1985          7          2          0          0          0     1.300000e+000     9.700000e-001     5.238000e-001 
       1985          7          3          0          0          0     8.000000e-001     9.700000e-001     5.123368e-001 
       1985          7          4          0          0          0     0.000000e+000     9.700000e-001     4.052842e-001 
       1985          7          5          0          0          0     0.000000e+000     9.700000e-001     3.247579e-001 
       1985          7          6          0          0          0     8.900000e+000     9.700000e-001     6.977368e-001 
       1985          7          7          0          0          0     2.500000e+000     9.700000e-001     1.017379e+000 
       1985          7          8          0          0          0     1.620000e+001     9.700000e-001     3.451642e+000 
       1985          7          9          0          0          0     3.500000e+000     9.700000e-001     4.119063e+000 
       1985          7         10          0          0          0     2.020000e+001     9.700000e-001     7.473221e+000 
       1985          7         11          0          0          0     0.000000e+000     9.700000e-001     6.286074e+000 
       1985          7         12          0          0          0     0.000000e+000     9.700000e-001     3.494653e+000 
       1985          7         13          0          0          0     1.400000e+001     9.700000e-001     5.217347e+000 
       1985          7         14          0          0          0     9.000000e-001     9.700000e-001     4.788664e+000 
       1985          7         15          0          0          0     1.600000e+000     9.700000e-001     3.338621e+000 
       1985          7         16          0          0          0     0.000000e+000     9.700000e-001     2.222242e+000 
       1985          7         17          0          0          0     2.870000e+001     9.700000e-001     5.544094e+000 
       1985          7         18          0          0          0     7.280000e+001     9.700000e-001     5.249662e+001 
       1985          7         19          0          0          0     2.590000e+001     9.700000e-001     3.596552e+001 
       1985          7         20          0          0          0     0.000000e+000     9.700000e-001     6.116116e+000 
       1985          7         21          0          0          0     0.000000e+000     9.700000e-001     3.195189e+000 
       1985          7         22          0          0          0     0.000000e+000     9.700000e-001     2.137926e+000 
       1985          7         23          0          0          0     0.000000e+000     9.700000e-001     1.509347e+000 
       1985          7         24          0          0          0     0.000000e+000     9.700000e-001     1.207421e+000 
       1985          7         25          0          0          0     4.000000e-001     9.700000e-001     1.045232e+000 
       1985          7         26          0          0          0     0.000000e+000     9.700000e-001     8.833263e-001 
       1985          7         27          0          0          0     0.000000e+000     9.700000e-001     7.216105e-001 
       1985          7         28          0          0          0     0.000000e+000     9.700000e-001     5.935263e-001 
       1985          7         29          0          0          0     0.000000e+000     9.700000e-001     5.222842e-001 
       1985          7         30          0          0          0     2.000000e-001     9.700000e-001     4.518000e-001 
       1985          7         31          0          0          0     1.400000e+001     9.700000e-001     9.572210e-001 
       1985          8          1          0          0          0     7.400000e+000     9.700000e-001     2.417684e+000 
       1985          8          2          0          0          0     2.000000e+000     1.420000e+000     1.946747e+000 
       1985          8          3          0          0          0     0.000000e+000     1.420000e+000     1.204105e+000 
       1985          8          4          0          0          0     0.000000e+000     1.420000e+000     8.000526e-001 
       1985          8          5          0          0          0     1.000000e-001     1.420000e+000     5.742947e-001 
       1985          8          6          0          0          0     1.000000e-001     1.420000e+000     4.648737e-001 
       1985          8          7          0          0          0     0.000000e+000     1.420000e+000     4.477263e-001 
       1985          8          8          0          0          0     0.000000e+000     1.420000e+000     5.229473e-001 
       1985          8          9          0          0          0     0.000000e+000     1.420000e+000     5.275895e-001 
       1985          8         10          0          0          0     8.300000e+000     1.420000e+000     6.768000e-001 
       1985          8         11          0          0          0     2.190000e+001     1.420000e+000     8.370095e+000 
       1985          8         12          0          0          0     3.500000e+000     1.420000e+000     4.215790e+000 
       1985          8         13          0          0          0     2.100000e+000     1.420000e+000     2.863232e+000 
       1985          8         14          0          0          0     2.000000e-001     1.420000e+000     1.779158e+000 
       1985          8         15          0          0          0     0.000000e+000     1.420000e+000     1.194063e+000 
       1985          8         16          0          0          0     0.000000e+000     1.420000e+000     1.024579e+000 
       1985          8         17          0          0          0     1.000000e-001     1.420000e+000     9.214105e-001 
       1985          8         18          0          0          0     0.000000e+000     1.420000e+000     8.259158e-001 
       1985          8         19          0          0          0     9.000000e+000     1.420000e+000     8.305579e-001 
       1985          8         20          0          0          0     6.150000e+001     1.420000e+000     3.703130e+001 
       1985          8         21          0          0          0     2.420000e+001     1.420000e+000     2.161374e+001 
       1985          8         22          0          0          0     1.890000e+001     1.420000e+000     1.902553e+001 
       1985          8         23          0          0          0     1.600000e+000     1.420000e+000     5.839958e+000 
       1985          8         24          0          0          0     3.000000e-001     1.420000e+000     3.510853e+000 
       1985          8         25          0          0          0     3.000000e-001     1.420000e+000     2.331663e+000 
       1985          8         26          0          0          0     4.100000e+001     1.420000e+000     2.454830e+001 
       1985          8         27          0          0          0     3.000000e+000     1.420000e+000     6.392085e+000 
       1985          8         28          0          0          0     0.000000e+000     1.420000e+000     3.730169e+000 
       1985          8         29          0          0          0     0.000000e+000     1.420000e+000     2.392105e+000 
       1985          8         30          0          0          0     0.000000e+000     1.420000e+000     1.695411e+000 
       1985          8         31          0          0          0     3.500000e+000     1.420000e+000     1.281126e+000 
       1985          9          1          0          0          0     5.400000e+000     1.420000e+000     2.448095e+000 
       1985          9          2          0          0          0     3.400000e+000     1.880000e+000     2.287990e+000 
       1985          9          3          0          0          0     1.000000e-001     1.880000e+000     1.458379e+000 
       1985          9          4          0          0          0     4.390000e+001     1.880000e+000     1.528683e+001 
       1985          9          5          0          0          0     8.020000e+001     1.880000e+000     5.900314e+001 
       1985          9          6          0          0          0     2.010000e+001     1.880000e+000     2.555934e+001 
       1985          9          7          0          0          0     1.030000e+001     1.880000e+000     1.201377e+001 
       1985          9          8          0          0          0     2.000000e+000     1.880000e+000     5.009211e+000 
       1985          9          9          0          0          0     5.000000e+000     1.880000e+000     3.338810e+000 
       1985          9         10          0          0          0     2.200000e+000     1.880000e+000     2.966969e+000 
       1985          9         11          0          0          0     7.100000e+000     1.880000e+000     2.404137e+000 
       1985          9         12          0          0          0     1.140000e+001     1.880000e+000     8.897589e+000 
       1985          9         13          0          0          0     0.000000e+000     1.880000e+000     3.602558e+000 
       1985          9         14          0          0          0     0.000000e+000     1.880000e+000     2.443737e+000 
       1985          9         15          0          0          0     0.000000e+000     1.880000e+000     1.699011e+000 
       1985          9         16          0          0          0     0.000000e+000     1.880000e+000     1.210074e+000 
       1985          9         17          0          0          0     0.000000e+000     1.880000e+000     9.443368e-001 
       1985          9         18          0          0          0     0.000000e+000     1.880000e+000     8.321684e-001 
       1985          9         19          0          0          0     0.000000e+000     1.880000e+000     7.105263e-001 
       1985          9         20          0          0          0     0.000000e+000     1.880000e+000     5.924842e-001 
       1985          9         21          0          0          0     0.000000e+000     1.880000e+000     4.985053e-001 
       1985          9         22          0          0          0     0.000000e+000     1.880000e+000     4.488632e-001 
       1985          9         23          0          0          0     0.000000e+000     1.880000e+000     3.999789e-001 
       1985          9         24          0          0          0     0.000000e+000     1.880000e+000     3.569684e-001 
       1985          9         25          0          0          0     0.000000e+000     1.880000e+000     3.271263e-001 
       1985          9         26          0          0          0     0.000000e+000     1.880000e+000     1.904211e-001 
       1985          9         27          0          0          0     3.920000e+001     1.880000e+000     4.264958e+000 
       1985          9         28          0          0          0     2.190000e+001     1.880000e+000     1.066311e+001 
       1985          9         29          0          0          0     1.040000e+001     1.880000e+000     6.319895e+000 
       1985          9         30          0          0          0     1.830000e+001     1.880000e+000     8.224579e+000 
       1985         10          1          0          0          0     7.500000e+000     1.880000e+000     8.979063e+000 
       1985         10          2          0          0          0     0.000000e+000     2.400020e+000     3.092874e+000 
       1985         10          3          0          0          0     0.000000e+000     2.400020e+000     2.178569e+000 
       1985         10          4          0          0          0     2.600000e+000     2.400020e+000     1.424558e+000 
       1985         10          5          0          0          0     0.000000e+000     2.400020e+000     1.181653e+000 
       1985         10          6          0          0          0     0.000000e+000     2.400020e+000     1.024200e+000 
       1985         10          7          0          0          0     0.000000e+000     2.400020e+000     9.360948e-001 
       1985         10          8          0          0          0     2.000000e-001     2.400020e+000     8.952632e-001 
       1985         10          9          0          0          0     2.000000e-001     2.400020e+000     7.558105e-001 
       1985         10         10          0          0          0     2.000000e-001     2.400020e+000     6.611684e-001 
       1985         10         11          0          0          0     5.400000e+000     2.400020e+000     8.574632e-001 
       1985         10         12          0          0          0     0.000000e+000     2.400020e+000     6.555789e-001 
       1985         10         13          0          0          0     2.000000e-001     2.400020e+000     5.824421e-001 
       1985         10         14          0          0          0     2.280000e+001     2.400020e+000     3.516063e+000 
       1985         10         15          0          0          0     0.000000e+000     2.400020e+000     1.817053e+000 
       1985         10         16          0          0          0     0.000000e+000     2.400020e+000     1.029411e+000 
       1985         10         17          0          0          0     0.000000e+000     2.400020e+000     8.208000e-001 
       1985         10         18          0          0          0     0.000000e+000     2.400020e+000     6.088737e-001 
       1985         10         19          0          0          0     0.000000e+000     2.400020e+000     4.194948e-001 
       1985         10         20          0          0          0     1.360000e+001     2.400020e+000     7.173474e-001 
       1985         10         21          0          0          0     3.000000e-001     2.400020e+000     5.433158e-001 
       1985         10         22          0          0          0     2.300000e+000     2.400020e+000     4.450737e-001 
       1985         10         23          0          0          0     0.000000e+000     2.400020e+000     4.460210e-001 
       1985         10         24          0          0          0     2.310000e+001     2.400020e+000     3.233937e+000 
       1985         10         25          0          0          0     0.000000e+000     2.400020e+000     2.432558e+000 
       1985         10         26          0          0          0     2.400000e+000     2.400020e+000     9.951158e-001 
       1985         10         27          0          0          0     0.000000e+000     2.400020e+000     7.093895e-001 
       1985         10         28          0          0          0     0.000000e+000     2.400020e+000     4.945263e-001 
       1985         10         29          0          0          0     0.000000e+000     2.400020e+000     4.347474e-001 
       1985         10         30          0          0          0     0.000000e+000     2.400020e+000     3.550737e-001 
       1985         10         31          0          0          0     0.000000e+000     2.400020e+000     1.566000e-001 
       1985         11          1          0          0          0     0.000000e+000     2.400020e+000     1.424842e-001 
       1985         11          2          0          0          0     2.970000e+001     2.990000e+000     2.212200e+000 
       1985         11          3          0          0          0     1.690000e+001     2.990000e+000     4.611790e+000 
       1985         11          4          0          0          0     1.670000e+001     2.990000e+000     5.364284e+000 
       1985         11          5          0          0          0     3.600000e+000     2.990000e+000     6.457926e+000 
       1985         11          6          0          0          0     8.400000e+000     2.990000e+000     2.297179e+000 
       1985         11          7          0          0          0     0.000000e+000     2.990000e+000     2.025569e+000 
       1985         11          8          0          0          0     1.000000e-001     2.990000e+000     1.028653e+000 
       1985         11          9          0          0          0     0.000000e+000     2.990000e+000     5.881263e-001 
       1985         11         10          0          0          0     0.000000e+000     2.990000e+000     3.800842e-001 
       1985         11         11          0          0          0     0.000000e+000     2.990000e+000     3.194526e-001 
       1985         11         12          0          0          0     0.000000e+000     2.990000e+000     2.813684e-001 
       1985         11         13          0          0          0     7.500000e+000     2.990000e+000     4.068947e-001 
       1985         11         14          0          0          0     0.000000e+000     2.990000e+000     3.435158e-001 
       1985         11         15          0          0          0     0.000000e+000     2.990000e+000     1.785790e-001 
       1985         11         16          0          0          0     0.000000e+000     2.990000e+000     1.274211e-001 
       1985         11         17          0          0          0     0.000000e+000     2.990000e+000     9.000000e-002 
       1985         11         18          0          0          0     0.000000e+000     2.990000e+000     4.848484e-002 
       1985         11         19          0          0          0     2.800000e+000     2.990000e+000     8.995930e-002 
       1985         11         20          0          0          0     1.330000e+001     2.990000e+000     3.066631e-001 
       1985         11         21          0          0          0     3.040000e+001     2.990000e+000     7.019526e+000 
       1985         11         22          0          0          0     8.900000e+000     2.990000e+000     4.659631e+000 
       1985         11         23          0          0          0     8.000000e-001     2.990000e+000     2.378463e+000 
       1985         11         24          0          0          0     1.800000e+000     2.990000e+000     1.296663e+000 
       1985         11         25          0          0          0     3.700000e+000     2.990000e+000     1.140442e+000 
       1985         11         26          0          0          0     0.000000e+000     2.990000e+000     7.155474e-001 
       1985         11         27          0          0          0     0.000000e+000     2.990000e+000     3.923052e-001 
       1985         11         28          0          0          0     9.000000e-001     2.990000e+000     2.278421e-001 
       1985         11         29          0          0          0     0.000000e+000     2.990000e+000     1.894737e-001 
       1985         11         30          0          0          0     0.000000e+000     2.990000e+000     1.656000e-001 
       1985         12          1          0          0          0     2.840000e+001     2.990000e+000     1.506411e+000 
       1985         12          2          0          0          0     1.570000e+001     3.690000e+000     9.424327e+000 
       1985         12          3          0          0          0     2.760000e+001     3.690000e+000     1.156528e+001 
       1985         12          4          0          0          0     1.880000e+001     3.690000e+000     1.361122e+001 
       1985         12          5          0          0          0     0.000000e+000     3.690000e+000     3.626147e+000 
       1985         12          6          0          0          0     0.000000e+000     3.690000e+000     1.587979e+000 
       1985         12          7          0          0          0     0.000000e+000     3.690000e+000     7.717263e-001 
       1985         12          8          0          0          0     1.100000e+000     3.690000e+000     6.089684e-001 
       1985         12          9          0          0          0     2.100000e+001     3.690000e+000     3.800179e+000 
       1985         12         10          0          0          0     0.000000e+000     3.690000e+000     1.917095e+000 
       1985         12         11          0          0          0     0.000000e+000     3.690000e+000     7.758000e-001 
       1985         12         12          0          0          0     0.000000e+000     3.690000e+000     4.223368e-001 
       1985         12         13          0          0          0     0.000000e+000     3.690000e+000     3.468316e-001 
       1985         12         14          0          0          0     0.000000e+000     3.690000e+000     2.581579e-001 
       1985         12         15          0          0          0     8.900000e+000     3.690000e+000     4.307684e-001 
       1985         12         16          0          0          0     1.130000e+001     3.690000e+000     1.713126e+000 
       1985         12         17          0          0          0     3.050000e+001     3.690000e+000     1.040239e+001 
       1985         12         18          0          0          0     7.000000e-001     3.690000e+000     5.575169e+000 
       1985         12         19          0          0          0     5.000000e+000     3.690000e+000     2.143800e+000 
